"","user","artist","track","rating","gender","age","profession","region","importanceOfMusic","ownArtistMusic","likeArtist"
"109057",30532,39,105,29,"0",25,"In unpaid employment (e.g. voluntary work)","Midlands","1","1",50
"109058",30532,39,103,42,"0",25,"In unpaid employment (e.g. voluntary work)","Midlands","1","1",50
"109059",30533,14,94,68,"0",49,"Retired from full-time employment (30+ hours per week)","Midlands","1","2",75
"109069",30534,39,103,26,"0",52,"Employed 8-29 hours per week","Midlands","2","0",31
"109070",30534,39,105,8,"0",52,"Employed 8-29 hours per week","Midlands","2","0",31
"109071",30534,39,106,29,"0",52,"Employed 8-29 hours per week","Midlands","2","0",31
"109072",30534,39,104,13,"0",52,"Employed 8-29 hours per week","Midlands","2","0",31
"109092",30538,39,103,43,"1",51,"Employed 30+ hours a week","North","2","0",29
"109093",30538,39,105,26,"1",51,"Employed 30+ hours a week","North","2","0",29
"109103",30540,14,94,22,"0",27,"Employed 8-29 hours per week","South","2","0",15
"109104",30540,14,95,28,"0",27,"Employed 8-29 hours per week","South","2","0",15
"109118",30542,14,95,68,"1",24,"Full-time student","South","1","1",67
"109123",30542,37,98,55,"1",24,"Full-time student","South","1","1",34
"109124",30542,37,97,65,"1",24,"Full-time student","South","1","1",34
"109125",30542,37,100,44,"1",24,"Full-time student","South","1","1",34
"109146",30547,37,101,58,"1",31,"Employed 30+ hours a week","South","2","1",61
"109147",30547,37,97,51,"1",31,"Employed 30+ hours a week","South","2","1",61
"109148",30547,37,99,58,"1",31,"Employed 30+ hours a week","South","2","1",61
"109194",30554,39,106,40,"1",50,"Full-time housewife / househusband","South","1","2",40
"109195",30555,14,95,31,"1",38,"Employed 30+ hours a week","South","1","1",52
"109196",30555,14,96,24,"1",38,"Employed 30+ hours a week","South","1","1",52
"109202",30555,39,103,72,"1",38,"Employed 30+ hours a week","South","1","1",64
"109203",30555,39,105,77,"1",38,"Employed 30+ hours a week","South","1","1",64
"109213",30557,39,105,34,"1",18,"Full-time student","South","2","2",68
"109214",30557,39,106,40,"1",18,"Full-time student","South","2","2",68
"109215",30557,39,104,50,"1",18,"Full-time student","South","2","2",68
"109219",30558,37,100,49,"0",40,"Full-time housewife / househusband","North","2","0",74
"109220",30558,37,97,39,"0",40,"Full-time housewife / househusband","North","2","0",74
"109221",30558,37,101,41,"0",40,"Full-time housewife / househusband","North","2","0",74
"109222",30558,37,99,49,"0",40,"Full-time housewife / househusband","North","2","0",74
"109228",30560,14,96,29,"0",51,"Other","Midlands","1","0",27
"109229",30560,14,95,28,"0",51,"Other","Midlands","1","0",27
"109230",30560,14,94,10,"0",51,"Other","Midlands","1","0",27
"109235",30560,37,97,11,"0",51,"Other","Midlands","1","0",7
"109236",30560,37,99,11,"0",51,"Other","Midlands","1","0",7
"109237",30560,37,98,50,"0",51,"Other","Midlands","1","0",7
"109251",30562,38,102,22,"1",19,"Full-time student","Midlands","1","1",50
"109252",30563,14,96,26,"1",53,"Temporarily unemployed","Midlands","2","1",66
"109253",30563,14,94,35,"1",53,"Temporarily unemployed","Midlands","2","1",66
"109272",30565,37,101,68,"1",30,"Employed 30+ hours a week","North","1","1",44
"109273",30565,37,100,70,"1",30,"Employed 30+ hours a week","North","1","1",44
"109274",30565,37,98,46,"1",30,"Employed 30+ hours a week","North","1","1",44
"109275",30565,39,106,73,"1",30,"Employed 30+ hours a week","North","1","1",64
"109276",30565,39,104,65,"1",30,"Employed 30+ hours a week","North","1","1",64
"109277",30565,39,105,71,"1",30,"Employed 30+ hours a week","North","1","1",64
"109278",30566,14,94,53,"0",46,"Prefer not to state","South","1","0",49
"109279",30566,14,95,70,"0",46,"Prefer not to state","South","1","0",49
"109280",30566,14,96,62,"0",46,"Prefer not to state","South","1","0",49
"109287",30567,35,89,30,"0",42,"Employed 8-29 hours per week","North","1","0",29
"109288",30567,35,92,10,"0",42,"Employed 8-29 hours per week","North","1","0",29
"109291",30568,14,94,43,"1",52,"Employed 30+ hours a week","South","2","0",45
"109292",30568,14,95,51,"1",52,"Employed 30+ hours a week","South","2","0",45
"109293",30568,14,96,15,"1",52,"Employed 30+ hours a week","South","2","0",45
"109296",30568,39,105,6,"1",52,"Employed 30+ hours a week","South","2","1",68
"109297",30568,39,103,4,"1",52,"Employed 30+ hours a week","South","2","1",68
"109298",30568,39,106,6,"1",52,"Employed 30+ hours a week","South","2","1",68
"109299",30569,14,95,9,"1",37,"Employed 30+ hours a week","South","0","0",7
"109300",30569,35,92,5,"1",37,"Employed 30+ hours a week","South","0","0",8
"109301",30569,39,106,14,"1",37,"Employed 30+ hours a week","South","0","0",4
"109302",30569,39,103,10,"1",37,"Employed 30+ hours a week","South","0","0",4
"109303",30570,14,95,91,"1",49,"Self-employed","North","2","1",53
"109304",30570,14,96,53,"1",49,"Self-employed","North","2","1",53
"109307",30570,39,104,65,"1",49,"Self-employed","North","2","1",48
"109308",30570,39,106,50,"1",49,"Self-employed","North","2","1",48
"109309",30570,39,103,69,"1",49,"Self-employed","North","2","1",48
"109310",30570,39,105,71,"1",49,"Self-employed","North","2","1",48
"109311",30571,14,95,34,"1",23,"Self-employed","South","2","0",33
"109312",30571,14,96,46,"1",23,"Self-employed","South","2","0",33
"109313",30571,35,92,50,"1",23,"Self-employed","South","2","0",24
"109314",30571,35,89,29,"1",23,"Self-employed","South","2","0",24
"109315",30571,35,88,40,"1",23,"Self-employed","South","2","0",24
"109316",30571,35,91,41,"1",23,"Self-employed","South","2","0",24
"109317",30571,35,90,32,"1",23,"Self-employed","South","2","0",24
"109338",30576,35,91,47,"1",22,"Full-time student","South","1","2",43
"109339",30576,35,90,25,"1",22,"Full-time student","South","1","2",43
"109340",30576,35,88,26,"1",22,"Full-time student","South","1","2",43
"109341",30576,36,93,12,"1",22,"Full-time student","South","1","2",58
"109342",30576,37,99,9,"1",22,"Full-time student","South","1","2",46
"109343",30576,37,98,9,"1",22,"Full-time student","South","1","2",46
"109344",30576,37,97,8,"1",22,"Full-time student","South","1","2",46
"109345",30576,37,101,9,"1",22,"Full-time student","South","1","2",46
"109351",30578,37,99,35,"1",20,"Full-time student","Midlands","1","0",62
"109352",30578,37,98,52,"1",20,"Full-time student","Midlands","1","0",62
"109353",30578,37,97,39,"1",20,"Full-time student","Midlands","1","0",62
"109355",30579,39,104,71,"1",52,"Employed 30+ hours a week","South","1","1",72
"109360",30580,39,103,28,"0",53,"Retired from full-time employment (30+ hours per week)","South","1","1",27
"109367",30582,14,95,24,"1",32,"Employed 30+ hours a week","South","1","0",39
"109368",30582,14,96,26,"1",32,"Employed 30+ hours a week","South","1","0",39
"109382",30585,14,95,40,"1",40,"Temporarily unemployed","North","1","1",31
"109383",30585,14,94,19,"1",40,"Temporarily unemployed","North","1","1",31
"109384",30585,14,96,21,"1",40,"Temporarily unemployed","North","1","1",31
"109389",30585,38,102,4,"1",40,"Temporarily unemployed","North","1","1",35
"109390",30586,14,95,49,"0",40,"Employed 8-29 hours per week","Midlands","1","1",58
"109391",30586,14,96,32,"0",40,"Employed 8-29 hours per week","Midlands","1","1",58
"109396",30587,14,94,17,"0",26,"Temporarily unemployed","North","2","0",10
"109406",30589,38,102,46,"1",18,"Full-time student","Midlands","1","2",64
"109423",30592,39,106,22,"0",41,"Employed 30+ hours a week","Midlands","1","0",31
"109424",30592,39,104,26,"0",41,"Employed 30+ hours a week","Midlands","1","0",31
"109425",30592,39,105,24,"0",41,"Employed 30+ hours a week","Midlands","1","0",31
"109428",30593,39,103,30,"0",45,"Employed 30+ hours a week","Midlands","2","0",51
"109429",30593,39,104,28,"0",45,"Employed 30+ hours a week","Midlands","2","0",51
"109430",30593,39,106,32,"0",45,"Employed 30+ hours a week","Midlands","2","0",51
"109437",30595,14,96,51,"1",40,"Temporarily unemployed","Midlands","2","0",50
"109438",30595,14,94,49,"1",40,"Temporarily unemployed","Midlands","2","0",50
"109479",30600,39,105,40,"1",32,"Self-employed","North","1","0",6
"109480",30600,39,104,26,"1",32,"Self-employed","North","1","0",6
"109490",30602,38,102,28,"1",21,"Full-time student","Midlands","2","1",51
"109494",30603,37,100,45,"1",47,"Self-employed","South","1","0",35
"109506",30605,39,106,32,"0",47,"In unpaid employment (e.g. voluntary work)","North","1","1",73
"109512",30606,39,105,73,"0",48,"Employed 30+ hours a week","Midlands","2","2",93
"109513",30606,39,103,73,"0",48,"Employed 30+ hours a week","Midlands","2","2",93
"109514",30606,39,106,77,"0",48,"Employed 30+ hours a week","Midlands","2","2",93
"109515",30606,39,104,70,"0",48,"Employed 30+ hours a week","Midlands","2","2",93
"109530",30608,39,106,23,"0",43,"Full-time housewife / househusband","North","1","0",28
"109531",30608,39,105,8,"0",43,"Full-time housewife / househusband","North","1","0",28
"109532",30608,39,103,17,"0",43,"Full-time housewife / househusband","North","1","0",28
"109536",30609,39,103,30,"0",46,"Self-employed","South","2","0",50
"109537",30609,39,106,32,"0",46,"Self-employed","South","2","0",50
"109548",30611,14,94,14,"1",29,"Employed 30+ hours a week","South","1","0",32
"109549",30611,14,96,17,"1",29,"Employed 30+ hours a week","South","1","0",32
"109554",30611,39,105,27,"1",29,"Employed 30+ hours a week","South","1","0",54
"109555",30612,35,89,71,"1",37,"Employed 30+ hours a week","North","2","0",80
"109556",30612,35,90,69,"1",37,"Employed 30+ hours a week","North","2","0",80
"109557",30612,35,92,75,"1",37,"Employed 30+ hours a week","North","2","0",80
"109558",30612,35,88,32,"1",37,"Employed 30+ hours a week","North","2","0",80
"109559",30612,37,100,7,"1",37,"Employed 30+ hours a week","North","2","0",76
"109560",30612,37,97,12,"1",37,"Employed 30+ hours a week","North","2","0",76
"109561",30612,37,101,14,"1",37,"Employed 30+ hours a week","North","2","0",76
"109562",30612,38,102,12,"1",37,"Employed 30+ hours a week","North","2","1",75
"109570",30613,39,106,25,"0",43,"Employed 30+ hours a week","North","1","1",75
"109571",30613,39,105,36,"0",43,"Employed 30+ hours a week","North","1","1",75
"109586",30616,39,106,57,"0",40,"Employed 30+ hours a week","North","1","1",46
"109587",30616,39,105,44,"0",40,"Employed 30+ hours a week","North","1","1",46
"109588",30616,39,104,48,"0",40,"Employed 30+ hours a week","North","1","1",46
"109617",30622,14,96,50,"1",35,"Temporarily unemployed","Midlands","1","0",28
"109618",30622,14,95,48,"1",35,"Temporarily unemployed","Midlands","1","0",28
"109619",30622,14,94,30,"1",35,"Temporarily unemployed","Midlands","1","0",28
"109620",30622,35,90,27,"1",35,"Temporarily unemployed","Midlands","1","0",30
"109621",30622,35,88,27,"1",35,"Temporarily unemployed","Midlands","1","0",30
"109622",30622,35,91,28,"1",35,"Temporarily unemployed","Midlands","1","0",30
"109623",30622,39,105,29,"1",35,"Temporarily unemployed","Midlands","1","0",29
"109624",30622,39,104,29,"1",35,"Temporarily unemployed","Midlands","1","0",29
"109625",30623,14,95,11,"1",48,"Employed 30+ hours a week","South","1","1",35
"109629",30623,39,105,35,"1",48,"Employed 30+ hours a week","South","1","2",57
"109630",30623,39,106,42,"1",48,"Employed 30+ hours a week","South","1","2",57
"109641",30625,39,105,56,"0",48,"In unpaid employment (e.g. voluntary work)","North","1","1",55
"109642",30625,39,106,52,"0",48,"In unpaid employment (e.g. voluntary work)","North","1","1",55
"109649",30626,39,104,47,"0",49,"Temporarily unemployed","Midlands","1","1",51
"109650",30626,39,103,66,"0",49,"Temporarily unemployed","Midlands","1","1",51
"109651",30626,39,106,52,"0",49,"Temporarily unemployed","Midlands","1","1",51
"109652",30626,39,105,49,"0",49,"Temporarily unemployed","Midlands","1","1",51
"109669",30630,14,94,32,"0",40,"Employed 30+ hours a week","Midlands","1","0",43
"109670",30630,14,96,43,"0",40,"Employed 30+ hours a week","Midlands","1","0",43
"109675",30630,39,103,28,"0",40,"Employed 30+ hours a week","Midlands","1","0",13
"109681",30631,39,104,60,"1",42,"Employed 8-29 hours per week","North","1","0",46
"109682",30631,39,103,72,"1",42,"Employed 8-29 hours per week","North","1","0",46
"109683",30631,39,105,64,"1",42,"Employed 8-29 hours per week","North","1","0",46
"109684",30631,39,106,68,"1",42,"Employed 8-29 hours per week","North","1","0",46
"109692",30633,35,88,54,"0",25,"Other","Midlands","1","0",33
"109693",30633,35,89,6,"0",25,"Other","Midlands","1","0",33
"109694",30633,35,92,29,"0",25,"Other","Midlands","1","0",33
"109695",30633,35,90,30,"0",25,"Other","Midlands","1","0",33
"109702",30634,35,88,30,"1",36,"Self-employed","South","2","1",35
"109703",30634,35,92,39,"1",36,"Self-employed","South","2","1",35
"109704",30634,37,98,67,"1",36,"Self-employed","South","2","0",32
"109705",30634,37,100,29,"1",36,"Self-employed","South","2","0",32
"109737",30639,36,93,70,"1",37,"Employed 30+ hours a week","South","1","1",53
"109738",30639,39,106,68,"1",37,"Employed 30+ hours a week","South","1","1",51
"109745",30641,39,104,50,"1",48,"Employed 30+ hours a week","North","1","1",38
"109746",30641,39,103,47,"1",48,"Employed 30+ hours a week","North","1","1",38
"109747",30641,39,105,48,"1",48,"Employed 30+ hours a week","North","1","1",38
"109777",30647,35,88,50,"1",28,"Employed 30+ hours a week","South","2","1",50
"109778",30647,35,89,49,"1",28,"Employed 30+ hours a week","South","2","1",50
"109779",30647,35,92,53,"1",28,"Employed 30+ hours a week","South","2","1",50
"109780",30647,35,91,31,"1",28,"Employed 30+ hours a week","South","2","1",50
"109781",30647,36,93,51,"1",28,"Employed 30+ hours a week","South","2","0",50
"109789",30648,38,102,30,"1",44,"Employed 30+ hours a week","North","1","0",37
"109790",30649,35,92,48,"1",24,"Part-time student","South","1","0",29
"109791",30649,35,89,49,"1",24,"Part-time student","South","1","0",29
"109792",30649,35,91,50,"1",24,"Part-time student","South","1","0",29
"109793",30649,35,90,50,"1",24,"Part-time student","South","1","0",29
"109794",30649,35,88,49,"1",24,"Part-time student","South","1","0",29
"109796",30649,38,102,27,"1",24,"Part-time student","South","1","0",28
"109809",30653,35,91,24,"1",50,"Employed 8-29 hours per week","Midlands","1","0",33
"109810",30653,37,101,69,"1",50,"Employed 8-29 hours per week","Midlands","1","0",59
"109811",30653,37,97,50,"1",50,"Employed 8-29 hours per week","Midlands","1","0",59
"109812",30653,37,99,68,"1",50,"Employed 8-29 hours per week","Midlands","1","0",59
"109813",30653,37,100,51,"1",50,"Employed 8-29 hours per week","Midlands","1","0",59
"109877",30665,35,90,48,"0",29,"Other","Midlands","1","1",54
"109878",30665,35,92,27,"0",29,"Other","Midlands","1","1",54
"109879",30665,35,88,40,"0",29,"Other","Midlands","1","1",54
"109880",30665,36,93,23,"0",29,"Other","Midlands","1","0",56
"109881",30665,37,99,26,"0",29,"Other","Midlands","1","0",53
"109882",30665,37,101,20,"0",29,"Other","Midlands","1","0",53
"109883",30665,37,97,25,"0",29,"Other","Midlands","1","0",53
"109884",30665,37,100,20,"0",29,"Other","Midlands","1","0",53
"109885",30665,37,98,36,"0",29,"Other","Midlands","1","0",53
"109926",30673,14,94,27,"1",22,"Employed 30+ hours a week","North","1","1",38
"109927",30673,14,95,33,"1",22,"Employed 30+ hours a week","North","1","1",38
"109931",30673,38,102,42,"1",22,"Employed 30+ hours a week","North","1","1",48
"109936",30675,14,96,23,"1",39,"Employed 30+ hours a week","South","2","1",49
"109937",30675,14,94,21,"1",39,"Employed 30+ hours a week","South","2","1",49
"109938",30675,14,95,23,"1",39,"Employed 30+ hours a week","South","2","1",49
"109942",30676,14,96,27,"1",32,"Employed 8-29 hours per week","South","2","0",11
"109947",30677,14,96,3,"1",26,"Employed 30+ hours a week","North","1","1",59
"109948",30677,14,94,1,"1",26,"Employed 30+ hours a week","North","1","1",59
"109949",30677,14,95,8,"1",26,"Employed 30+ hours a week","North","1","1",59
"109950",30677,35,92,37,"1",26,"Employed 30+ hours a week","North","1","0",4
"109951",30677,35,90,47,"1",26,"Employed 30+ hours a week","North","1","0",4
"109952",30677,35,89,49,"1",26,"Employed 30+ hours a week","North","1","0",4
"109953",30677,35,88,55,"1",26,"Employed 30+ hours a week","North","1","0",4
"109964",30680,14,96,71,"0",35,"Employed 8-29 hours per week","Midlands","2","1",32
"109965",30680,14,94,52,"0",35,"Employed 8-29 hours per week","Midlands","2","1",32
"109969",30680,37,101,50,"0",35,"Employed 8-29 hours per week","Midlands","2","0",31
"109970",30680,37,98,52,"0",35,"Employed 8-29 hours per week","Midlands","2","0",31
"109971",30680,37,99,73,"0",35,"Employed 8-29 hours per week","Midlands","2","0",31
"109982",30682,14,95,47,"1",52,"Employed 30+ hours a week","South","2","1",67
"109983",30682,14,94,44,"1",52,"Employed 30+ hours a week","South","2","1",67
"109984",30682,14,96,45,"1",52,"Employed 30+ hours a week","South","2","1",67
"109994",30684,14,94,35,"1",31,"Employed 30+ hours a week","North","1","0",33
"109995",30684,14,95,13,"1",31,"Employed 30+ hours a week","North","1","0",33
"109996",30684,14,96,47,"1",31,"Employed 30+ hours a week","North","1","0",33
"110004",30685,14,96,48,"1",35,"Employed 30+ hours a week","North","1","1",38
"110015",30686,37,101,50,"1",39,"Employed 30+ hours a week","South","1","0",51
"110016",30686,37,98,45,"1",39,"Employed 30+ hours a week","South","1","0",51
"110017",30686,37,97,26,"1",39,"Employed 30+ hours a week","South","1","0",51
"110030",30688,39,103,8,"0",45,"Employed 8-29 hours per week","North","1","0",33
"110031",30688,39,104,11,"0",45,"Employed 8-29 hours per week","North","1","0",33
"110032",30688,39,105,11,"0",45,"Employed 8-29 hours per week","North","1","0",33
"110038",30689,39,106,44,"0",31,"Employed 30+ hours a week","North","1","1",71
"110039",30689,39,105,16,"0",31,"Employed 30+ hours a week","North","1","1",71
"110044",30690,39,103,22,"1",39,"Employed 30+ hours a week","South","1","0",17
"110045",30690,39,105,25,"1",39,"Employed 30+ hours a week","South","1","0",17
"110046",30690,39,104,23,"1",39,"Employed 30+ hours a week","South","1","0",17
"110055",30691,38,102,33,"1",21,"Employed 8-29 hours per week","South","2","0",38
"110062",30693,35,90,27,"0",46,"Employed 30+ hours a week","North","1","0",64
"110063",30693,35,92,50,"0",46,"Employed 30+ hours a week","North","1","0",64
"110064",30693,35,89,50,"0",46,"Employed 30+ hours a week","North","1","0",64
"110086",30697,35,91,14,"1",30,"Employed 30+ hours a week","North","1","0",49
"110087",30697,35,88,1,"1",30,"Employed 30+ hours a week","North","1","0",49
"110088",30697,37,97,29,"1",30,"Employed 30+ hours a week","North","1","0",20
"110089",30697,37,99,30,"1",30,"Employed 30+ hours a week","North","1","0",20
"110090",30697,37,101,0,"1",30,"Employed 30+ hours a week","North","1","0",20
"110091",30697,38,102,28,"1",30,"Employed 30+ hours a week","North","1","1",47
"110099",30699,35,90,29,"0",42,"Employed 30+ hours a week","South","1","0",71
"110100",30699,35,91,35,"0",42,"Employed 30+ hours a week","South","1","0",71
"110124",30703,39,104,30,"0",42,"Full-time housewife / househusband","North","1","1",69
"110125",30703,39,106,51,"0",42,"Full-time housewife / househusband","North","1","1",69
"110126",30703,39,105,30,"0",42,"Full-time housewife / househusband","North","1","1",69
"110127",30703,39,103,50,"0",42,"Full-time housewife / househusband","North","1","1",69
"110131",30704,36,93,29,"0",45,"Employed 30+ hours a week","North","1","0",26
"110134",30705,14,95,31,"0",27,"Employed 30+ hours a week","Midlands","1","1",51
"110138",30706,14,96,80,"0",48,"Employed 30+ hours a week","Midlands","2","1",87
"110168",30710,14,94,50,"0",36,"Employed 30+ hours a week","Midlands","2","1",49
"110169",30710,14,95,48,"0",36,"Employed 30+ hours a week","Midlands","2","1",49
"110170",30710,35,91,73,"0",36,"Employed 30+ hours a week","Midlands","2","0",27
"110171",30710,35,88,69,"0",36,"Employed 30+ hours a week","Midlands","2","0",27
"110173",30711,14,95,28,"1",34,"Employed 30+ hours a week","Northern Ireland","1","0",31
"110195",30715,39,106,72,"1",28,"Employed 30+ hours a week","North","1","0",24
"110196",30715,39,105,71,"1",28,"Employed 30+ hours a week","North","1","0",24
"110197",30715,39,103,74,"1",28,"Employed 30+ hours a week","North","1","0",24
"110212",30718,35,92,10,"1",35,"Employed 30+ hours a week","South","1","0",41
"110213",30718,35,88,29,"1",35,"Employed 30+ hours a week","South","1","0",41
"110214",30718,35,90,69,"1",35,"Employed 30+ hours a week","South","1","0",41
"110215",30718,37,97,8,"1",35,"Employed 30+ hours a week","South","1","0",39
"110216",30718,37,100,10,"1",35,"Employed 30+ hours a week","South","1","0",39
"110217",30718,39,106,29,"1",35,"Employed 30+ hours a week","South","1","0",38
"110218",30718,39,103,31,"1",35,"Employed 30+ hours a week","South","1","0",38
"110219",30718,39,104,28,"1",35,"Employed 30+ hours a week","South","1","0",38
"110220",30718,39,105,29,"1",35,"Employed 30+ hours a week","South","1","0",38
"110234",30720,39,104,25,"0",37,"Employed 8-29 hours per week","North","1","0",41
"110235",30720,39,105,15,"0",37,"Employed 8-29 hours per week","North","1","0",41
"110240",30721,39,106,11,"1",26,"Employed 30+ hours a week","South","1","0",50
"110241",30721,39,104,10,"1",26,"Employed 30+ hours a week","South","1","0",50
"110242",30721,39,105,4,"1",26,"Employed 30+ hours a week","South","1","0",50
"110243",30721,39,103,9,"1",26,"Employed 30+ hours a week","South","1","0",50
"110267",30725,14,94,41,"1",42,"Employed 30+ hours a week","North","1","1",73
"110278",30727,14,96,68,"1",23,"Employed 30+ hours a week","North","1","0",36
"110279",30727,14,95,55,"1",23,"Employed 30+ hours a week","North","1","0",36
"110280",30727,14,94,44,"1",23,"Employed 30+ hours a week","North","1","0",36
"110283",30727,39,105,63,"1",23,"Employed 30+ hours a week","North","1","1",70
"110284",30727,39,104,48,"1",23,"Employed 30+ hours a week","North","1","1",70
"110285",30728,14,96,22,"1",30,"Employed 30+ hours a week","North","2","0",7
"110286",30728,14,94,45,"1",30,"Employed 30+ hours a week","North","2","0",7
"110287",30728,14,95,16,"1",30,"Employed 30+ hours a week","North","2","0",7
"110292",30728,39,105,5,"1",30,"Employed 30+ hours a week","North","2","1",39
"110295",30729,39,105,64,"0",29,"Employed 30+ hours a week","Midlands","2","1",65
"110296",30729,39,104,49,"0",29,"Employed 30+ hours a week","Midlands","2","1",65
"110297",30729,39,106,58,"0",29,"Employed 30+ hours a week","Midlands","2","1",65
"110298",30730,14,94,50,"1",40,"Employed 30+ hours a week","North","2","2",71
"110299",30730,14,95,53,"1",40,"Employed 30+ hours a week","North","2","2",71
"110303",30730,39,104,69,"1",40,"Employed 30+ hours a week","North","2","1",72
"110304",30730,39,105,72,"1",40,"Employed 30+ hours a week","North","2","1",72
"110305",30730,39,106,50,"1",40,"Employed 30+ hours a week","North","2","1",72
"110309",30731,38,102,28,"1",42,"Temporarily unemployed","South","2","0",21
"110315",30732,39,106,35,"0",39,"Employed 30+ hours a week","Midlands","1","1",72
"110316",30732,39,105,61,"0",39,"Employed 30+ hours a week","Midlands","1","1",72
"110317",30732,39,103,27,"0",39,"Employed 30+ hours a week","Midlands","1","1",72
"110321",30733,38,102,36,"1",44,"Employed 30+ hours a week","Midlands","1","1",31
"110328",30735,36,93,66,"1",35,"Self-employed","North","2","0",73
"110335",30736,39,103,49,"0",42,"Other","North","1","0",31
"110336",30736,39,106,29,"0",42,"Other","North","1","0",31
"110337",30736,39,105,27,"0",42,"Other","North","1","0",31
"110345",30738,39,105,63,"0",27,"Employed 30+ hours a week","North","1","0",39
"110346",30738,39,106,63,"0",27,"Employed 30+ hours a week","North","1","0",39
"110347",30739,35,92,26,"1",25,"Employed 30+ hours a week","Midlands","1","1",31
"110348",30739,35,88,32,"1",25,"Employed 30+ hours a week","Midlands","1","1",31
"110349",30739,35,91,49,"1",25,"Employed 30+ hours a week","Midlands","1","1",31
"110350",30739,39,103,29,"1",25,"Employed 30+ hours a week","Midlands","1","0",93
"110388",30746,39,106,9,"1",44,"Employed 30+ hours a week","Midlands","1","0",23
"110392",30747,39,104,45,"1",41,"Self-employed","South","2","1",92
"110393",30747,39,103,42,"1",41,"Self-employed","South","2","1",92
"110397",30748,39,104,66,"1",39,"Employed 30+ hours a week","South","2","2",71
"110398",30748,39,103,69,"1",39,"Employed 30+ hours a week","South","2","2",71
"110399",30748,39,106,49,"1",39,"Employed 30+ hours a week","South","2","2",71
"110400",30749,35,90,48,"1",38,"Employed 30+ hours a week","North","1","2",49
"110401",30749,35,92,49,"1",38,"Employed 30+ hours a week","North","1","2",49
"110402",30749,35,91,51,"1",38,"Employed 30+ hours a week","North","1","2",49
"110403",30749,35,88,50,"1",38,"Employed 30+ hours a week","North","1","2",49
"110404",30749,36,93,50,"1",38,"Employed 30+ hours a week","North","1","1",50
"110405",30749,39,103,49,"1",38,"Employed 30+ hours a week","North","1","2",50
"110409",30750,39,106,10,"0",41,"Employed 30+ hours a week","Midlands","1","0",14
"110410",30750,39,103,12,"0",41,"Employed 30+ hours a week","Midlands","1","0",14
"110414",30751,38,102,46,"0",39,"Employed 30+ hours a week","North","2","1",50
"110415",30751,39,104,7,"0",39,"Employed 30+ hours a week","North","2","0",21
"110417",30752,39,106,71,"1",36,"Employed 30+ hours a week","South","1","1",73
"110418",30752,39,105,71,"1",36,"Employed 30+ hours a week","South","1","1",73
"110419",30753,14,96,89,"1",31,"Employed 30+ hours a week","South","2","2",95
"110420",30753,14,94,90,"1",31,"Employed 30+ hours a week","South","2","2",95
"110425",30753,39,105,67,"1",31,"Employed 30+ hours a week","South","2","2",99
"110426",30753,39,104,68,"1",31,"Employed 30+ hours a week","South","2","2",99
"110427",30753,39,103,68,"1",31,"Employed 30+ hours a week","South","2","2",99
"110428",30754,14,96,8,"1",27,"Employed 30+ hours a week","South","1","0",50
"110429",30754,14,95,7,"1",27,"Employed 30+ hours a week","South","1","0",50
"110430",30754,14,94,22,"1",27,"Employed 30+ hours a week","South","1","0",50
"110434",30754,37,97,38,"1",27,"Employed 30+ hours a week","South","1","0",65
"110435",30754,37,99,40,"1",27,"Employed 30+ hours a week","South","1","0",65
"110440",30755,39,105,26,"1",38,"Employed 30+ hours a week","South","1","0",22
"110441",30755,39,103,32,"1",38,"Employed 30+ hours a week","South","1","0",22
"110442",30756,14,94,15,"0",29,"Employed 30+ hours a week","North","1","0",1
"110443",30756,14,95,25,"0",29,"Employed 30+ hours a week","North","1","0",1
"110444",30756,14,96,21,"0",29,"Employed 30+ hours a week","North","1","0",1
"110451",30757,14,96,49,"1",36,"Employed 30+ hours a week","North","2","1",52
"110452",30757,14,94,52,"1",36,"Employed 30+ hours a week","North","2","1",52
"110453",30757,35,91,52,"1",36,"Employed 30+ hours a week","North","2","1",57
"110454",30757,37,97,49,"1",36,"Employed 30+ hours a week","North","2","1",53
"110455",30757,37,99,50,"1",36,"Employed 30+ hours a week","North","2","1",53
"110456",30757,37,100,50,"1",36,"Employed 30+ hours a week","North","2","1",53
"110457",30758,14,95,41,"0",27,"Employed 30+ hours a week","North","1","0",51
"110461",30758,39,105,42,"0",27,"Employed 30+ hours a week","North","1","0",29
"110462",30758,39,104,78,"0",27,"Employed 30+ hours a week","North","1","0",29
"110463",30758,39,106,55,"0",27,"Employed 30+ hours a week","North","1","0",29
"110464",30758,39,103,57,"0",27,"Employed 30+ hours a week","North","1","0",29
"110466",30760,14,94,39,"0",28,"Employed 30+ hours a week","Midlands","2","1",58
"110469",30761,14,95,22,"1",26,"Employed 30+ hours a week","North","1","0",24
"110470",30761,14,96,26,"1",26,"Employed 30+ hours a week","North","1","0",24
"110473",30761,39,105,28,"1",26,"Employed 30+ hours a week","North","1","0",25
"110474",30761,39,103,27,"1",26,"Employed 30+ hours a week","North","1","0",25
"110475",30761,39,104,32,"1",26,"Employed 30+ hours a week","North","1","0",25
"110481",30763,14,96,42,"1",34,"Employed 30+ hours a week","South","1","1",51
"110482",30763,14,94,57,"1",34,"Employed 30+ hours a week","South","1","1",51
"110483",30763,14,95,52,"1",34,"Employed 30+ hours a week","South","1","1",51
